"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una prueba funcional automatizada (Prueba E2E) de un flujo de compra en la página saucedemo","Buy products in Store","SUCCESS","2024-05-22T10:07:07.8640474-05:00[America/Guayaquil]","0.0","15.63"
